bidding_profile,contribution,demand
"2, [4, 6]",2.0,13
"38, [5, 6]",1.0,6
"10, [6, 6]",10.0,17
"3, [8, 8]",3.0,8
"3, [5, 6]",2.0,5
"6, [1, 1]",6.0,16
"36, [2, 5]",11.0,13
"6, [3, 5]",6.0,19
"1, [7, 9]",1.0,19
"3, [7, 9]",1.0,11
"3, [1, 1]",5.0,
"3, [5, 7]",2.0,
"3, [6, 7]",4.0,
"6, [2, 3]",9.0,
"2, [5, 8]",1.0,
"4, [7, 10]",1.0,
"4, [8, 10]",2.0,
"8, [3, 7]",2.0,
"8, [1, 2]",4.0,
"4, [3, 4]",4.0,
"26, [1, 2]",11.0,
"18, [9, 10]",13.0,
"2, [3, 5]",1.0,
"2, [7, 9]",1.0,
"38, [6, 8]",13.0,
"43, [8, 9]",8.0,
"30, [7, 9]",2.0,
"25, [8, 10]",7.0,
"13, [8, 10]",5.0,
"1, [5, 5]",1.0,
